iter	Passed	Remaining
1669	5368	3951
1670	5371	3947
1671	5374	3943
1672	5377	3940
1673	5379	3936
1674	5382	3933
1675	5385	3929
1676	5388	3926
1677	5390	3922
1678	5393	3919
1679	5396	3915
1680	5399	3912
1681	5402	3908
1682	5404	3905
1683	5407	3901
1684	5410	3898
1685	5413	3894
1686	5415	3890
1687	5418	3887
1688	5421	3883
1689	5424	3880
1690	5426	3876
1691	5429	3873
1692	5432	3869
1693	5434	3866
1694	5437	3862
1695	5440	3859
1696	5443	3855
1697	5445	3851
1698	5448	3848
1699	5451	3844
1700	5454	3841
1701	5456	3837
1702	5459	3834
1703	5462	3830
1704	5465	3827
1705	5467	3823
1706	5470	3820
1707	5473	3816
1708	5476	3813
1709	5478	3809
1710	5481	3806
1711	5484	3802
1712	5487	3798
1713	5489	3795
1714	5492	3792
1715	5495	3788
1716	5499	3785
1717	5502	3782
1718	5504	3778
1719	5507	3775
1720	5510	3771
1721	5513	3768
1722	5515	3764
1723	5518	3761
1724	5521	3757
1725	5524	3754
1726	5527	3750
1727	5529	3747
1728	5532	3743
1729	5535	3740
1730	5537	3736
1731	5540	3733
1732	5543	3729
1733	5546	3726
1734	5548	3722
1735	5551	3719
1736	5554	3715
1737	5557	3712
1738	5559	3708
1739	5562	3705
1740	5565	3701
1741	5568	3698
1742	5570	3694
1743	5573	3691
1744	5576	3687
1745	5579	3684
1746	5581	3680
1747	5584	3677
1748	5586	3673
1749	5589	3669
1750	5592	3666
1751	5595	3663
1752	5597	3659
1753	5600	3656
1754	5602	3652
1755	5605	3648
1756	5608	3645
1757	5610	3641
1758	5613	3638
1759	5616	3634
1760	5619	3631
1761	5621	3627
1762	5624	3624
1763	5627	3620
1764	5630	3617
1765	5632	3613
1766	5635	3610
1767	5638	3606
1768	5641	3603
1769	5643	3599
1770	5646	3596
1771	5648	3592
1772	5651	3589
1773	5654	3585
1774	5657	3582
1775	5660	3579
1776	5663	3576
1777	5666	3572
1778	5669	3569
1779	5672	3565
1780	5675	3562
1781	5677	3559
1782	5680	3555
1783	5683	3552
1784	5686	3548
1785	5688	3545
1786	5691	3541
1787	5694	3538
1788	5697	3535
1789	5700	3531
1790	5703	3528
1791	5705	3524
1792	5708	3521
1793	5711	3517
1794	5714	3514
1795	5716	3511
1796	5719	3507
1797	5722	3504
1798	5725	3500
1799	5728	3497
1800	5730	3493
1801	5733	3490
1802	5736	3487
1803	5738	3483
1804	5741	3479
1805	5743	3476
1806	5746	3472
1807	5749	3469
1808	5752	3466
1809	5755	3462
1810	5758	3459
1811	5761	3456
1812	5764	3452
1813	5767	3449
1814	5770	3446
1815	5773	3443
1816	5776	3439
1817	5779	3436
1818	5781	3432
1819	5784	3429
1820	5787	3426
1821	5790	3422
1822	5792	3419
1823	5795	3415
1824	5797	3411
1825	5800	3408
1826	5803	3405
1827	5806	3401
1828	5809	3398
1829	5811	3395
1830	5814	3391
1831	5817	3388
1832	5820	3384
1833	5823	3381
1834	5825	3378
1835	5828	3374
1836	5831	3371
1837	5833	3367
1838	5836	3364
1839	5839	3360
1840	5842	3357
1841	5844	3353
1842	5847	3350
1843	5850	3347
1844	5853	3343
1845	5855	3340
1846	5858	3336
1847	5861	3333
1848	5864	3330
1849	5866	3326
1850	5869	3323
1851	5872	3319
1852	5875	3316
1853	5877	3313
1854	5880	3309
1855	5883	3306
1856	5886	3302
1857	5888	3299
1858	5891	3295
1859	5894	3292
1860	5896	3289
1861	5899	3285
1862	5902	3282
1863	5905	3278
1864	5907	3275
1865	5910	3272
1866	5913	3268
1867	5916	3265
1868	5918	3261
1869	5921	3258
1870	5924	3255
1871	5927	3251
1872	5929	3248
1873	5932	3244
1874	5935	3241
1875	5938	3238
1876	5940	3234
1877	5943	3231
1878	5946	3227
1879	5949	3224
1880	5953	3221
1881	5956	3218
1882	5959	3215
1883	5962	3212
1884	5964	3208
1885	5967	3205
1886	5970	3201
1887	5973	3198
1888	5975	3195
1889	5978	3191
1890	5981	3188
1891	5984	3185
1892	5987	3181
1893	5989	3178
1894	5992	3174
1895	5995	3171
1896	5998	3168
1897	6000	3164
1898	6003	3161
1899	6006	3158
1900	6009	3154
1901	6012	3151
1902	6014	3148
1903	6017	3144
1904	6020	3141
1905	6023	3138
1906	6026	3134
1907	6029	3131
1908	6031	3128
1909	6034	3124
1910	6037	3121
1911	6039	3117
1912	6042	3114
1913	6045	3110
1914	6047	3107
1915	6050	3104
1916	6053	3100
1917	6056	3097
1918	6059	3094
1919	6061	3090
1920	6064	3087
1921	6067	3084
1922	6069	3080
1923	6072	3077
1924	6075	3074
1925	6078	3070
1926	6080	3067
1927	6083	3063
1928	6086	3060
1929	6089	3057
1930	6093	3054
1931	6095	3051
1932	6098	3047
1933	6101	3044
1934	6103	3040
1935	6106	3037
1936	6109	3034
1937	6111	3030
1938	6114	3027
1939	6117	3023
1940	6119	3020
1941	6122	3017
1942	6125	3013
1943	6128	3010
1944	6131	3007
1945	6133	3003
1946	6136	3000
1947	6139	2997
1948	6142	2993
1949	6145	2990
1950	6147	2987
1951	6150	2983
1952	6153	2980
1953	6156	2977
1954	6158	2973
1955	6161	2970
1956	6164	2967
1957	6167	2963
1958	6169	2960
1959	6172	2957
1960	6175	2953
1961	6178	2950
1962	6180	2947
1963	6183	2943
1964	6186	2940
1965	6189	2937
1966	6192	2933
1967	6194	2930
1968	6197	2927
1969	6200	2923
1970	6203	2920
1971	6205	2917
1972	6208	2913
1973	6211	2910
1974	6214	2907
1975	6216	2903
1976	6219	2900
1977	6222	2897
1978	6224	2893
1979	6227	2890
1980	6230	2887
1981	6233	2883
1982	6235	2880
1983	6238	2877
1984	6241	2873
1985	6244	2870
1986	6247	2867
1987	6249	2863
1988	6252	2860
1989	6255	2857
1990	6258	2854
1991	6260	2850
1992	6263	2847
1993	6266	2844
1994	6269	2840
1995	6271	2837
1996	6274	2834
1997	6277	2830
1998	6280	2827
1999	6283	2824
2000	6287	2821
2001	6290	2818
2002	6293	2815
2003	6296	2811
2004	6299	2808
2005	6302	2805
2006	6305	2802
2007	6308	2799
2008	6310	2795
2009	6313	2792
2010	6316	2789
2011	6319	2785
2012	6321	2782
2013	6324	2779
2014	6328	2776
2015	6330	2772
2016	6333	2769
2017	6336	2766
2018	6339	2763
2019	6342	2759
2020	6344	2756
2021	6347	2753
2022	6350	2749
2023	6353	2746
2024	6355	2743
2025	6358	2739
2026	6361	2736
2027	6364	2733
2028	6367	2730
2029	6369	2726
2030	6372	2723
2031	6375	2720
2032	6378	2716
2033	6381	2713
2034	6383	2710
2035	6386	2707
2036	6389	2703
2037	6392	2700
2038	6394	2697
2039	6397	2693
2040	6400	2690
2041	6403	2687
2042	6405	2684
2043	6408	2680
2044	6411	2677
2045	6414	2674
2046	6417	2670
2047	6419	2667
2048	6424	2664
2049	6427	2661
2050	6430	2658
2051	6433	2655
2052	6435	2652
2053	6438	2648
2054	6441	2645
2055	6444	2642
2056	6447	2638
2057	6449	2635
2058	6452	2632
2059	6455	2629
2060	6457	2625
2061	6460	2622
2062	6463	2619
2063	6466	2615
2064	6468	2612
2065	6471	2609
2066	6474	2606
2067	6477	2602
2068	6480	2599
2069	6483	2596
2070	6486	2593
2071	6489	2590
2072	6492	2586
2073	6494	2583
2074	6497	2580
2075	6500	2576
2076	6503	2573
2077	6505	2570
2078	6508	2567
2079	6511	2563
2080	6514	2560
2081	6516	2557
2082	6519	2553
2083	6522	2550
2084	6524	2547
2085	6527	2544
2086	6530	2540
2087	6532	2537
2088	6535	2534
2089	6538	2530
2090	6541	2527
2091	6543	2524
2092	6546	2521
2093	6549	2517
2094	6552	2514
2095	6554	2511
2096	6557	2508
2097	6560	2504
2098	6563	2501
2099	6566	2498
2100	6568	2494
2101	6571	2491
2102	6574	2488
2103	6576	2485
2104	6579	2481
2105	6582	2478
2106	6586	2475
2107	6589	2472
2108	6592	2469
2109	6594	2466
2110	6597	2462
2111	6600	2459
2112	6603	2456
2113	6605	2452
2114	6608	2449
2115	6611	2446
2116	6614	2443
2117	6616	2439
2118	6619	2436
2119	6622	2433
2120	6625	2430
2121	6627	2426
2122	6630	2423
2123	6633	2420
2124	6636	2417
2125	6638	2413
2126	6641	2410
2127	6644	2407
2128	6646	2404
2129	6649	2400
2130	6652	2397
2131	6655	2394
2132	6658	2391
2133	6660	2387
2134	6663	2384
2135	6666	2381
2136	6668	2377
2137	6671	2374
2138	6674	2371
2139	6677	2368
2140	6680	2365
2141	6682	2361
2142	6685	2358
2143	6688	2355
2144	6691	2352
2145	6694	2348
2146	6696	2345
2147	6699	2342
2148	6702	2339
2149	6705	2335
2150	6707	2332
2151	6710	2329
2152	6713	2326
2153	6715	2322
2154	6718	2319
2155	6720	2316
2156	6723	2312
2157	6726	2309
2158	6729	2306
2159	6731	2303
2160	6734	2299
2161	6738	2296
2162	6741	2293
2163	6743	2290
2164	6746	2287
2165	6749	2284
2166	6751	2280
2167	6754	2277
2168	6757	2274
2169	6759	2270
2170	6762	2267
2171	6765	2264
2172	6768	2261
2173	6770	2257
2174	6773	2254
2175	6776	2251
2176	6778	2248
2177	6781	2244
2178	6784	2241
2179	6787	2238
2180	6789	2235
2181	6792	2232
2182	6795	2228
2183	6798	2225
2184	6800	2222
2185	6803	2219
2186	6806	2215
2187	6809	2212
2188	6811	2209
2189	6814	2206
2190	6817	2202
2191	6820	2199
2192	6822	2196
2193	6825	2193
2194	6828	2189
2195	6830	2186
2196	6833	2183
2197	6836	2180
2198	6839	2177
2199	6842	2173
2200	6844	2170
2201	6847	2167
2202	6850	2164
2203	6853	2161
2204	6855	2157
2205	6859	2154
2206	6862	2151
2207	6865	2148
2208	6868	2145
2209	6870	2142
2210	6873	2138
2211	6876	2135
2212	6879	2132
2213	6882	2129
2214	6887	2126
2215	6890	2123
2216	6893	2120
2217	6896	2117
2218	6898	2114
2219	6901	2110
2220	6904	2107
2221	6906	2104
2222	6909	2101
2223	6912	2097
2224	6915	2094
2225	6917	2091
2226	6920	2088
2227	6923	2085
2228	6926	2082
2229	6929	2078
2230	6931	2075
2231	6934	2072
2232	6937	2069
2233	6940	2065
2234	6943	2062
2235	6945	2059
2236	6948	2056
2237	6951	2053
2238	6954	2049
2239	6957	2046
2240	6960	2043
2241	6963	2040
2242	6966	2037
2243	6969	2034
2244	6972	2031
2245	6975	2028
2246	6978	2024
2247	6981	2021
2248	6984	2018
2249	6986	2015
2250	6989	2012
2251	6992	2008
2252	6995	2005
2253	6997	2002
2254	7000	1999
2255	7003	1996
2256	7006	1992
2257	7008	1989
2258	7011	1986
2259	7014	1983
2260	7017	1980
2261	7019	1976
2262	7022	1973
2263	7025	1970
2264	7028	1967
2265	7030	1964
2266	7033	1960
2267	7036	1957
2268	7038	1954
2269	7041	1951
2270	7044	1947
2271	7046	1944
2272	7049	1941
2273	7052	1938
2274	7055	1935
2275	7057	1931
2276	7060	1928
2277	7063	1925
2278	7066	1922
2279	7068	1919
2280	7071	1915
2281	7074	1912
2282	7077	1909
2283	7080	1906
2284	7083	1903
2285	7086	1900
2286	7089	1897
2287	7092	1893
2288	7094	1890
2289	7097	1887
2290	7099	1884
2291	7102	1881
2292	7105	1877
2293	7108	1874
2294	7111	1871
2295	7113	1868
2296	7116	1865
2297	7119	1861
2298	7122	1858
2299	7124	1855
2300	7127	1852
2301	7130	1849
2302	7132	1845
2303	7135	1842
2304	7138	1839
2305	7141	1836
2306	7144	1833
2307	7147	1830
2308	7149	1826
2309	7152	1823
2310	7155	1820
2311	7158	1817
2312	7160	1814
2313	7163	1811
2314	7166	1807
2315	7169	1804
2316	7171	1801
2317	7174	1798
2318	7177	1795
2319	7180	1791
2320	7183	1788
2321	7185	1785
2322	7188	1782
2323	7191	1779
2324	7193	1775
2325	7196	1772
2326	7199	1769
2327	7201	1766
2328	7204	1763
2329	7207	1760
2330	7210	1756
2331	7212	1753
2332	7215	1750
2333	7218	1747
2334	7221	1744
2335	7224	1741
2336	7226	1737
2337	7230	1734
2338	7233	1731
2339	7236	1728
2340	7239	1725
2341	7241	1722
2342	7244	1719
2343	7246	1715
2344	7249	1712
2345	7252	1709
2346	7255	1706
2347	7257	1703
2348	7260	1699
2349	7263	1696
2350	7266	1693
2351	7268	1690
2352	7271	1687
2353	7274	1684
2354	7277	1681
2355	7279	1677
2356	7282	1674
2357	7285	1671
2358	7288	1668
2359	7290	1665
2360	7293	1661
2361	7296	1658
2362	7299	1655
2363	7301	1652
2364	7304	1649
2365	7307	1646
2366	7309	1642
2367	7312	1639
2368	7315	1636
2369	7318	1633
2370	7320	1630
2371	7323	1627
2372	7326	1623
2373	7329	1620
2374	7332	1617
2375	7335	1614
2376	7337	1611
2377	7340	1608
2378	7343	1605
2379	7346	1601
2380	7349	1598
2381	7351	1595
2382	7354	1592
2383	7357	1589
2384	7360	1586
2385	7363	1583
2386	7365	1579
2387	7369	1576
2388	7372	1573
2389	7374	1570
2390	7377	1567
2391	7380	1564
2392	7382	1561
2393	7385	1557
2394	7388	1554
2395	7391	1551
2396	7393	1548
2397	7396	1545
2398	7399	1542
2399	7402	1539
2400	7404	1535
2401	7407	1532
2402	7410	1529
2403	7413	1526
2404	7416	1523
2405	7418	1520
2406	7421	1517
2407	7424	1513
2408	7427	1510
2409	7430	1507
2410	7433	1504
2411	7436	1501
2412	7439	1498
2413	7441	1495
2414	7444	1492
2415	7447	1488
2416	7449	1485
2417	7452	1482
2418	7455	1479
2419	7457	1476
2420	7460	1473
2421	7463	1469
2422	7466	1466
2423	7469	1463
2424	7471	1460
2425	7474	1457
2426	7477	1454
2427	7479	1451
2428	7482	1447
2429	7485	1444
2430	7488	1441
2431	7491	1438
2432	7493	1435
2433	7496	1432
2434	7499	1429
2435	7502	1425
2436	7505	1422
2437	7508	1419
2438	7511	1416
2439	7514	1413
2440	7517	1410
2441	7519	1407
2442	7522	1404
2443	7525	1400
2444	7527	1397
2445	7530	1394
2446	7533	1391
2447	7535	1388
2448	7538	1385
2449	7541	1382
2450	7543	1378
2451	7546	1375
2452	7549	1372
2453	7552	1369
2454	7554	1366
2455	7557	1363
2456	7560	1360
2457	7563	1356
2458	7565	1353
2459	7568	1350
2460	7571	1347
2461	7573	1344
2462	7576	1341
2463	7579	1338
2464	7582	1334
2465	7584	1331
2466	7587	1328
2467	7590	1325
2468	7592	1322
2469	7595	1319
2470	7598	1316
2471	7601	1313
2472	7604	1309
2473	7606	1306
2474	7609	1303
2475	7612	1300
2476	7615	1297
2477	7617	1294
2478	7620	1291
2479	7623	1288
2480	7626	1284
2481	7629	1281
2482	7631	1278
2483	7634	1275
2484	7637	1272
2485	7640	1269
2486	7642	1266
2487	7646	1263
2488	7649	1260
2489	7652	1256
2490	7655	1253
2491	7658	1250
2492	7660	1247
2493	7663	1244
2494	7666	1241
2495	7669	1238
2496	7671	1235
2497	7674	1231
2498	7677	1228
2499	7680	1225
2500	7682	1222
2501	7685	1219
2502	7688	1216
2503	7691	1213
2504	7693	1210
2505	7696	1206
2506	7699	1203
2507	7701	1200
2508	7704	1197
2509	7707	1194
2510	7710	1191
2511	7712	1188
2512	7715	1185
2513	7718	1182
2514	7721	1178
2515	7723	1175
2516	7726	1172
2517	7729	1169
2518	7732	1166
2519	7734	1163
2520	7737	1160
2521	7740	1157
2522	7743	1153
2523	7745	1150
2524	7748	1147
2525	7751	1144
2526	7753	1141
2527	7756	1138
2528	7759	1135
2529	7762	1132
2530	7765	1129
2531	7767	1125
2532	7770	1122
2533	7773	1119
2534	7775	1116
2535	7778	1113
2536	7781	1110
2537	7784	1107
2538	7786	1104
2539	7789	1100
2540	7792	1097
2541	7795	1094
2542	7798	1091
2543	7801	1088
2544	7804	1085
2545	7806	1082
2546	7809	1079
2547	7812	1076
2548	7815	1073
2549	7817	1069
2550	7820	1066
2551	7823	1063
2552	7826	1060
2553	7828	1057
2554	7831	1054
2555	7834	1051
2556	7836	1048
2557	7839	1045
2558	7842	1041
2559	7845	1038
2560	7847	1035
2561	7850	1032
2562	7853	1029
2563	7856	1026
2564	7858	1023
2565	7861	1020
2566	7864	1017
2567	7867	1014
2568	7869	1010
2569	7872	1007
2570	7875	1004
2571	7877	1001
2572	7880	998
2573	7883	995
2574	7886	992
2575	7889	989
2576	7891	986
2577	7894	982
2578	7897	979
2579	7900	976
2580	7902	973
2581	7905	970
2582	7907	967
2583	7910	964
2584	7913	961
2585	7916	958
2586	7919	955
2587	7921	951
2588	7924	948
2589	7927	945
2590	7930	942
2591	7933	939
2592	7936	936
2593	7939	933
2594	7941	930
2595	7944	927
2596	7947	924
2597	7949	921
2598	7952	917
2599	7955	914
2600	7957	911
2601	7960	908
2602	7963	905
2603	7966	902
2604	7968	899
2605	7971	896
2606	7974	893
2607	7977	890
2608	7980	887
2609	7983	883
2610	7986	880
2611	7989	877
2612	7991	874
2613	7994	871
2614	7997	868
2615	7999	865
2616	8002	862
2617	8006	859
2618	8008	856
2619	8011	853
2620	8014	850
2621	8017	846
2622	8020	843
2623	8022	840
2624	8025	837
2625	8028	834
2626	8031	831
2627	8033	828
2628	8036	825
2629	8039	822
2630	8042	819
2631	8045	816
2632	8048	813
2633	8050	809
2634	8053	806
2635	8056	803
2636	8058	800
2637	8061	797
2638	8064	794
2639	8067	791
2640	8070	788
2641	8072	785
2642	8075	782
2643	8078	779
2644	8081	776
2645	8085	773
2646	8088	770
2647	8090	766
2648	8093	763
2649	8096	760
2650	8099	757
2651	8102	754
2652	8104	751
2653	8107	748
2654	8110	745
2655	8113	742
2656	8115	739
2657	8118	736
2658	8121	733
2659	8124	729
2660	8126	726
2661	8129	723
2662	8132	720
2663	8135	717
2664	8137	714
2665	8140	711
2666	8143	708
2667	8146	705
2668	8148	702
2669	8151	699
2670	8154	696
2671	8156	692
2672	8159	689
2673	8162	686
2674	8165	683
2675	8167	680
2676	8170	677
2677	8173	674
2678	8176	671
2679	8178	668
2680	8181	665
2681	8184	662
2682	8187	659
2683	8189	656
2684	8192	652
2685	8195	649
2686	8197	646
2687	8200	643
2688	8203	640
2689	8206	637
2690	8209	634
2691	8211	631
2692	8214	628
2693	8217	625
2694	8220	622
2695	8223	619
2696	8226	616
2697	8229	613
2698	8231	609
2699	8234	606
2700	8237	603
2701	8240	600
2702	8243	597
2703	8246	594
2704	8248	591
2705	8251	588
2706	8254	585
2707	8257	582
2708	8259	579
2709	8262	576
2710	8265	573
2711	8268	570
2712	8270	567
2713	8273	563
2714	8276	560
2715	8279	557
2716	8282	554
2717	8284	551
2718	8287	548
2719	8290	545
2720	8293	542
2721	8295	539
2722	8298	536
2723	8301	533
2724	8303	530
2725	8306	527
2726	8309	524
2727	8311	521
2728	8314	517
2729	8317	514
2730	8319	511
2731	8322	508
2732	8325	505
2733	8327	502
2734	8330	499
2735	8333	496
2736	8335	493
2737	8338	490
2738	8341	487
2739	8344	484
2740	8346	481
2741	8349	478
2742	8352	475
2743	8355	471
2744	8358	468
2745	8360	465
2746	8363	462
2747	8366	459
2748	8369	456
2749	8372	453
2750	8374	450
2751	8377	447
2752	8380	444
2753	8383	441
2754	8385	438
2755	8387	435
2756	8390	432
2757	8393	429
2758	8395	426
2759	8398	422
2760	8401	419
2761	8403	416
2762	8406	413
2763	8409	410
2764	8411	407
2765	8414	404
2766	8417	401
2767	8421	398
2768	8424	395
2769	8426	392
2770	8429	389
2771	8432	386
2772	8434	383
2773	8437	380
2774	8440	377
2775	8443	374
2776	8445	371
2777	8448	367
2778	8451	364
2779	8454	361
2780	8456	358
2781	8459	355
2782	8462	352
2783	8465	349
2784	8468	346
2785	8472	343
2786	8475	340
2787	8478	337
2788	8481	334
2789	8484	331
2790	8487	328
2791	8490	325
2792	8492	322
2793	8495	319
2794	8498	316
2795	8500	313
2796	8503	310
2797	8506	307
2798	8509	304
2799	8512	300
2800	8515	297
2801	8518	294
2802	8521	291
2803	8525	288
2804	8528	285
2805	8530	282
2806	8533	279
2807	8536	276
2808	8539	273
2809	8542	270
2810	8545	267
2811	8548	264
2812	8551	261
2813	8554	258
2814	8559	255
2815	8562	252
2816	8565	249
2817	8568	246
2818	8570	243
2819	8573	240
2820	8576	237
2821	8579	234
2822	8582	231
2823	8585	228
2824	8588	224
2825	8590	221
2826	8593	218
2827	8596	215
2828	8599	212
2829	8602	209
2830	8604	206
2831	8607	203
2832	8610	200
2833	8613	197
2834	8616	194
2835	8618	191
2836	8621	188
2837	8624	185
2838	8627	182
2839	8630	179
2840	8633	176
2841	8636	173
2842	8639	170
2843	8642	167
2844	8645	164
2845	8648	161
2846	8651	158
2847	8654	154
2848	8657	151
2849	8660	148
2850	8663	145
2851	8666	142
2852	8669	139
2853	8672	136
2854	8675	133
2855	8678	130
2856	8681	127
2857	8684	124
2858	8687	121
2859	8689	118
2860	8692	115
2861	8695	112
2862	8697	109
2863	8700	106
2864	8703	103
2865	8706	100
2866	8709	97
2867	8712	94
2868	8715	91
2869	8718	88
2870	8721	85
2871	8724	82
2872	8727	78
2873	8730	75
2874	8734	72
2875	8736	69
2876	8739	66
2877	8743	63
2878	8746	60
2879	8748	57
2880	8751	54
2881	8753	51
2882	8756	48
2883	8759	45
2884	8761	42
2885	8764	39
2886	8767	36
2887	8769	33
2888	8772	30
2889	8775	27
2890	8778	24
2891	8780	21
2892	8783	18
2893	8786	15
2894	8789	12
2895	8791	9
2896	8794	6
2897	8797	3
2898	8799	0
